Wall time,Step,Value
1784441163.462806,0,0.7330805659294128
1784441164.4499986,2,0.8052150011062622
1784441164.936636,3,1.0073552131652832
1784441165.4237936,4,1.042540192604065
1784441167.8453922,9,1.8283127546310425
1784441168.3185375,10,2.2606303691864014
1784441168.798568,11,2.3139734268188477
1784441170.2421052,14,3.8569958209991455
1784441170.7856853,15,4.953636169433594
1784441171.2588637,16,4.943007469177246
1784441172.2075639,18,8.093616485595703
1784441172.6792693,19,11.990365028381348
1784441173.1520216,20,12.130550384521484
1784441174.0908918,22,17.08174705505371
1784441174.5556307,23,21.854738235473633
1784441175.9542441,26,31.11452865600586
1784441176.422164,27,29.426536560058594
1784441176.8904989,28,32.74137878417969
1784441177.3748777,29,36.2642822265625
1784441177.8454251,30,37.21614074707031
1784441179.233189,33,37.6774787902832
1784441179.6961572,34,43.53610610961914
1784441180.6143508,36,52.48500442504883
1784441181.083512,37,51.65198516845703
1784441181.5483975,38,57.7348747253418
1784441182.0297544,39,58.623050689697266
1784441182.5798337,40,54.97172927856445
1784441186.2019956,47,51.59922409057617
1784441186.7378345,48,52.60248565673828
1784441187.2928874,49,48.21760177612305
1784441187.8470962,50,45.68128204345703
1784441188.3829167,51,42.75680160522461
1784441188.9481308,52,49.47465133666992
1784441189.5298717,53,41.864200592041016
1784441190.0370727,54,44.186527252197266
1784441190.5410478,55,37.602638244628906
1784441191.5520542,57,42.31406021118164
1784441193.1159427,60,35.3101806640625
1784441193.6245072,61,32.75276184082031
1784441194.1461158,62,28.88275146484375
1784441194.6608515,63,28.25285530090332
1784441195.6671972,65,19.246952056884766
1784441196.1685228,66,19.258987426757812
1784441196.6736958,67,15.578946113586426
1784441197.1828954,68,14.336499214172363
1784441198.1865854,70,15.038643836975098
1784441198.6913576,71,14.236004829406738
1784441199.705559,73,12.317380905151367
1784441200.7172062,75,10.844463348388672
1784441201.7310915,77,11.75340461730957
1784441202.2378767,78,10.570985794067383
1784441202.747348,79,11.084634780883789
1784441203.2476504,80,10.453115463256836
1784441204.249074,82,13.048008918762207
1784441204.7378466,83,13.403375625610352
1784441205.741139,85,20.347707748413086
1784441206.2460694,86,17.858928680419922
1784441206.7411714,87,26.668460845947266
1784441207.7518146,89,32.833534240722656
1784441208.253462,90,40.6745719909668
1784441210.7710965,95,56.64852523803711
1784441212.7430801,99,63.044525146484375
1784441213.23906,100,65.17493438720703
1784441214.7187064,103,76.0446548461914
1784441215.2213454,104,81.7369384765625
1784441216.203263,106,74.29840850830078
1784441216.6913345,107,74.75387573242188
1784441217.18769,108,76.76761627197266
1784441217.6743762,109,78.40373992919922
1784441218.1737704,110,80.96275329589844
1784441218.6598785,111,84.28907775878906
1784441219.146362,112,82.96788787841797
1784441220.1244793,114,88.91071319580078
1784441220.611868,115,85.39762878417969
1784441221.092687,116,87.13137817382812
1784441222.9987874,120,94.09798431396484
1784441223.4780548,121,99.11557006835938
1784441225.3729184,125,102.53690338134766
1784441225.8385625,126,103.86604309082031
1784441226.7777438,128,105.3531265258789
1784441227.2525558,129,96.90103149414062
1784441227.716637,130,102.21029663085938
1784441228.1968608,131,100.96111297607422
1784441228.6755736,132,101.74396514892578
1784441229.6156874,134,102.08235168457031
1784441230.5590918,136,103.30059814453125
1784441231.0279527,137,106.44225311279297
1784441231.5318592,138,112.274169921875
1784441232.0107028,139,112.61226654052734
1784441233.8743281,143,115.26078796386719
1784441234.3353846,144,113.00314331054688
1784441234.8037534,145,114.6643295288086
1784441235.2618542,146,113.95124053955078
1784441235.7253163,147,118.0771255493164
1784441237.1241999,150,118.15453338623047
1784441238.973748,154,122.107177734375
1784441239.8967845,156,120.06297302246094
1784441240.357476,157,121.55047607421875
1784441241.2794244,159,124.93167114257812
1784441241.736676,160,122.24866485595703
1784441242.6505263,162,123.47118377685547
1784441243.107382,163,124.37998962402344
1784441243.5583508,164,124.98139953613281
1784441244.458953,166,125.04669952392578
1784441245.3491356,168,125.22392272949219
1784441246.239403,170,126.18716430664062
1784441246.6779659,171,127.20713806152344
1784441247.1267064,172,126.31779479980469
1784441248.012775,174,128.2010498046875
1784441248.4612951,175,128.25376892089844
1784441248.9025238,176,129.65199279785156
1784441249.3469248,177,128.95738220214844
1784441249.7797258,178,129.12269592285156
1784441250.6517935,180,129.71917724609375
1784441251.121762,181,130.96578979492188
1784441251.570529,182,128.99603271484375
1784441252.0173588,183,130.0420379638672
1784441252.4643207,184,130.20506286621094
1784441252.9080064,185,130.49610900878906
1784441253.3502963,186,131.89288330078125
1784441254.6779723,189,132.41818237304688
1784441255.1211407,190,131.29824829101562
1784441255.5587184,191,133.06536865234375
1784441255.9974499,192,132.752197265625
1784441257.3255424,195,132.73648071289062
1784441258.6422172,198,133.70213317871094
1784441259.0837164,199,132.8937530517578
1784441259.5237327,200,132.60154724121094
1784441260.3993108,202,134.0805206298828
1784441260.83542,203,134.6712188720703
1784441261.2747154,204,135.91717529296875
1784441261.7134204,205,135.16839599609375
1784441262.610031,207,136.6767120361328
1784441263.0599241,208,136.21136474609375
1784441263.49303,209,136.65184020996094
1784441264.3793292,211,137.80625915527344
1784441265.2617993,213,138.32186889648438
1784441266.1514661,215,137.6796417236328
1784441266.5911052,216,138.6029510498047
1784441267.46923,218,139.63027954101562
1784441267.9080102,219,141.14842224121094
1784441268.353899,220,141.091796875
1784441268.796963,221,140.3865203857422
1784441269.243535,222,141.26126098632812
1784441270.124938,224,142.20803833007812
1784441270.5736775,225,142.45651245117188
1784441271.0207784,226,142.29296875
1784441272.354926,229,143.0583038330078
1784441273.2516062,231,143.40017700195312
1784441273.701281,232,144.18565368652344
1784441274.591799,234,144.1141815185547
1784441275.0416472,235,142.8889617919922
1784441275.517567,236,145.37661743164062
1784441276.014041,237,146.31297302246094
1784441276.4883409,238,147.01742553710938
1784441276.9384735,239,147.4866485595703
1784441277.824647,241,146.37362670898438
1784441278.2617545,242,147.50596618652344
1784441279.1567602,244,146.57369995117188
1784441279.6010299,245,149.26683044433594
1784441280.0442462,246,148.82107543945312
1784441280.4878294,247,148.73973083496094
1784441280.9275315,248,149.11195373535156
1784441281.3753934,249,148.67654418945312
1784441282.7039895,252,150.09780883789062
1784441283.1424,253,150.98101806640625
1784441283.5871246,254,149.1234130859375
1784441284.0252833,255,151.7401123046875
1784441284.9069736,257,152.1904754638672
1784441285.354211,258,151.6975860595703
1784441285.7977264,259,151.96359252929688
1784441286.2472312,260,153.4249267578125
1784441287.1389816,262,153.062255859375
1784441287.5890462,263,154.12867736816406
1784441289.795074,268,154.39794921875
