Wall time,Step,Value
1784457011.6881092,0,0.0
1784457012.6597834,2,0.0
1784457013.1275897,3,0.0
1784457013.5945442,4,0.0
1784457015.9017513,9,0.0
1784457016.37306,10,0.0
1784457016.8396404,11,0.0
1784457018.214315,14,0.0
1784457018.6706724,15,0.0
1784457019.130426,16,0.0
1784457020.0568216,18,0.0
1784457020.508579,19,0.0
1784457020.973823,20,0.0
1784457021.8851616,22,0.0
1784457022.335488,23,0.0
1784457023.6810012,26,0.0
1784457024.1380017,27,0.0
1784457024.5896735,28,7.120768714230508e-05
1784457025.0370486,29,0.00020345053053461015
1784457025.4983432,30,0.00014241537428461015
1784457026.8957214,33,0.0059814453125
1784457027.4488993,34,0.0267740897834301
1784457028.4336603,36,0.1817118376493454
1784457028.897897,37,0.2385050505399704
1784457029.3530185,38,0.3129984736442566
1784457029.8159065,39,0.3989970088005066
1784457030.2843506,40,0.4406941831111908
1784457033.5867906,47,0.61004638671875
1784457034.088834,48,0.608123779296875
1784457034.5845633,49,0.613372802734375
1784457035.0585563,50,0.6233419179916382
1784457035.5104756,51,0.6197103261947632
1784457035.9977396,52,0.6204935908317566
1784457036.454549,53,0.6307474970817566
1784457036.947473,54,0.612213134765625
1784457037.3868423,55,0.55999755859375
1784457038.261833,57,0.2819010615348816
1784457039.5857854,60,0.022186279296875
1784457040.040872,61,0.0108642578125
1784457040.4831874,62,0.00433349609375
1784457040.9133606,63,0.0015869140625
1784457041.8074863,65,0.00103759765625
1784457042.2566807,66,0.0009867351036518812
1784457042.7094781,67,0.0009256998891942203
1784457043.1455452,68,0.0016072591533884406
1784457044.037364,70,0.004180908203125
1784457044.4779809,71,0.0053609213791787624
1784457045.3554182,73,0.0032958984375
1784457046.253987,75,0.003570556640625
1784457047.1609874,77,0.055938720703125
1784457047.5883477,78,0.0526835136115551
1784457048.0345597,79,0.0338643416762352
1784457048.4947293,80,0.0256754569709301
1784457049.4173188,82,0.085296630859375
1784457049.873185,83,0.124786376953125
1784457050.7663448,85,0.2756144404411316
1784457051.2037804,86,0.3731486201286316
1784457051.6440482,87,0.44744873046875
1784457052.515219,89,0.5244954824447632
1784457052.9565327,90,0.515228271484375
1784457055.1553457,95,0.380218505859375
1784457056.8677425,99,0.3681233823299408
1784457057.2912064,100,0.3587239682674408
1784457058.6086988,103,0.3037923276424408
1784457059.0413852,104,0.3703410029411316
1784457059.907067,106,0.4673665463924408
1784457060.3484876,107,0.4657185971736908
1784457060.780169,108,0.4737955927848816
1784457061.225266,109,0.4839274287223816
1784457061.6629658,110,0.4932454526424408
1784457062.0952935,111,0.4794718623161316
1784457062.5377455,112,0.442413330078125
1784457063.4291453,114,0.4610392451286316
1784457063.860818,115,0.4883626401424408
1784457064.294383,116,0.4745585322380066
1784457066.026129,120,0.4429118037223816
1784457066.4542472,121,0.4743143916130066
1784457068.1916552,125,0.442169189453125
1784457068.6153119,126,0.4508768916130066
1784457069.5150437,128,0.46783447265625
1784457069.9539852,129,0.4780070185661316
1784457070.3859506,130,0.4708659052848816
1784457070.8294752,131,0.474578857421875
1784457071.2808979,132,0.4729207456111908
1784457072.158512,134,0.452117919921875
1784457073.0414386,136,0.4450785517692566
1784457073.4775662,137,0.4630534052848816
1784457073.9114797,138,0.4527994990348816
1784457074.3451238,139,0.4626261591911316
1784457076.0936835,143,0.3974812924861908
1784457076.5280998,144,0.3429057002067566
1784457076.970838,145,0.3096923828125
1784457077.4124427,146,0.2705790400505066
1784457077.8497689,147,0.2972615659236908
1784457079.2670622,150,0.3748982846736908
1784457081.0250316,154,0.450775146484375
1784457081.9050534,156,0.4870809018611908
1784457082.3448403,157,0.5165914297103882
1784457083.2214735,159,0.5699564814567566
1784457083.6598814,160,0.56640625
1784457084.5348718,162,0.5573323965072632
1784457084.9706888,163,0.5522562861442566
1784457085.4101422,164,0.5465291738510132
1784457086.2804399,166,0.51715087890625
1784457087.17896,168,0.5272216796875
1784457088.2049136,170,0.614990234375
1784457088.695901,171,0.633758544921875
1784457089.1885898,172,0.659637451171875
1784457090.0965374,174,0.653411865234375
1784457090.571354,175,0.6619669795036316
1784457091.0125709,176,0.6496785879135132
1784457091.4803317,177,0.6371256709098816
1784457091.915421,178,0.6682637929916382
1784457092.792754,180,0.6435038447380066
1784457093.2639296,181,0.6520284414291382
1784457093.7033272,182,0.630767822265625
1784457094.1395538,183,0.5784505605697632
1784457094.5977657,184,0.5548909902572632
1784457095.0393767,185,0.579925537109375
1784457095.4862869,186,0.5761007070541382
1784457096.8243434,189,0.5330302119255066
1784457097.269042,190,0.545501708984375
1784457097.7177527,191,0.5492960810661316
1784457098.1675668,192,0.5780843496322632
1784457099.4984725,195,0.53961181640625
1784457100.8408124,198,0.523345947265625
1784457101.2832925,199,0.5538330078125
1784457101.7314012,200,0.545318603515625
1784457102.5845404,202,0.636627197265625
1784457103.0064714,203,0.6151123046875
1784457103.4262633,204,0.6098124384880066
1784457103.848992,205,0.6114603877067566
1784457104.6965144,207,0.630340576171875
1784457105.111209,208,0.5902303457260132
